id,songName,songImage,songLink,created_at,updated_at
416,عالروضة بنروح (بدون إيقاع) - جنى مقداد  طيور بيبي,https://i.ytimg.com/vi/HIRRY4LwG14/maxresdefault.jpg,https://www.youtube.com/watch?v=HIRRY4LwG14,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
428,طلوا الحبايب (بدون إيقاع) - جنى مقداد,https://i.ytimg.com/vi/rT-FAkI2C8g/maxresdefault.jpg,https://www.youtube.com/watch?v=rT-FAkI2C8g,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
361,صيّاد السمك - طيور بيبي,https://i.ytimg.com/vi/5hf2uLQF61c/maxresdefault.jpg,https://www.youtube.com/watch?v=5hf2uLQF61c,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
421,"صور - محمد بشار""بدون إيقاع""  طيور الجنة",https://i.ytimg.com/vi/67Vl25c9Pz8/maxresdefault.jpg,https://www.youtube.com/watch?v=67Vl25c9Pz8,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
392,"صدى صوتك ""بدون إيقاع""  طيور الجنة",https://i.ytimg.com/vi/v15mgw93oE0/maxresdefault.jpg,https://www.youtube.com/watch?v=v15mgw93oE0,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
422,صحة صحة (بدون إيقاع) - براء العويد  طيور الجنة,https://i.ytimg.com/vi/gnENU9rjHjQ/maxresdefault.jpg,https://www.youtube.com/watch?v=gnENU9rjHjQ,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
408,شوفوا عصومي (بدون إيقاع) - المعتصم بالله مقداد,https://i.ytimg.com/vi/ait2t8xw2Lg/maxresdefault.jpg,https://www.youtube.com/watch?v=ait2t8xw2Lg,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
165,شموسة,https://i.ytimg.com/vi/89iqs3CKFbs/maxresdefault.jpg,https://www.youtube.com/watch?v=89iqs3CKFbs,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
409,سيارتنا الأمورة (بدون إيقاع) - المقاديد  طيور الجنة,https://i.ytimg.com/vi/M8xZ4pZIHoE/maxresdefault.jpg,https://www.youtube.com/watch?v=M8xZ4pZIHoE,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
68,سوسة كف عروسة,https://i.ytimg.com/vi/_6X2Nq-9Uo8/maxresdefault.jpg,https://www.youtube.com/watch?v=_6X2Nq-9Uo8,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
83,سنجوبة,https://i.ytimg.com/vi/5R-7_4mETC0/maxresdefault.jpg,https://www.youtube.com/watch?v=5R-7_4mETC0,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
170,سمِّ الله,https://i.ytimg.com/vi/TXsLHiNEVAc/maxresdefault.jpg,https://www.youtube.com/watch?v=TXsLHiNEVAc,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
384,رن الجرس (بدون إيقاع) - لين الصعيدي  طيور الجنة,https://i.ytimg.com/vi/ZIID1bBy8ZU/maxresdefault.jpg,https://www.youtube.com/watch?v=ZIID1bBy8ZU,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
398,رح خبر هالضيعة (بدون إيقاع) - مؤمن الجناني,https://i.ytimg.com/vi/xXwDIX6zqhE/maxresdefault.jpg,https://www.youtube.com/watch?v=xXwDIX6zqhE,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
273,ذهب الليل طلع الفجر والعصفور صوصو شاف القطة قالها بسبس قالتلو نونو,https://i.ytimg.com/vi/v9BCbgMpl7Q/maxresdefault.jpg,https://www.youtube.com/watch?v=v9BCbgMpl7Q,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
231,ذهب الليل طلع الفجر والعصفور صوصو الجديدة,https://i.ytimg.com/vi/JXdYErPfEUw/maxresdefault.jpg,https://www.youtube.com/watch?v=JXdYErPfEUw,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
215,ذهب الليل طلع الفجر والعصفور صوصو  اغاني اطفال,https://i.ytimg.com/vi/QWd8nDabcPo/maxresdefault.jpg,https://www.youtube.com/watch?v=QWd8nDabcPo,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
220,ذهب الليل طلع الفجر والعصفور صو صو شاف القطة قالها بسبس قالتلو نو نو - هالصيصان شو حلوين - الفواكه,https://i.ytimg.com/vi/t05FW-PKoOY/maxresdefault.jpg,https://www.youtube.com/watch?v=t05FW-PKoOY,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
268,ذهب الليل طلع الفجر والعصفور صو صو - اغاني اطفال,https://i.ytimg.com/vi/ft1lQeYJqUM/maxresdefault.jpg,https://www.youtube.com/watch?v=ft1lQeYJqUM,2024-10-04 10:02:44.779+00,2024-10-04 10:02:44.779+00
